"","SUNY at Buffalo  - North Campus","","","","",""
"","Building Utilities Cost & Consumption Report","","","","",""
"","Accounting Period: July 2013 to June 2014","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"Building Code","Building Name","Use","Demand","Cost","Cost/Unit","Notes"
"","","","","","",""
"03-ALUMNI-A480","ALUMNI ARENA","391,865 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Aug","141793","503.11","8618.9963","0.060785767280472",""
"","","","","","",""
"","Sep","150015","524.57","9740.8548","0.064932538746125",""
"","","","","","",""
"","Oct","136524","436.29","8203.2071","0.060086190706396",""
"","","","","","",""
"","Nov","138799","391.13","9885.6385","0.071222692526603",""
"","","","","","",""
"","Dec","143402","410.66","9727.6424","0.067834774968271",""
"","","","","","",""
"","Jan","155582","449.23","19227.6285","0.12358517373475",""
"","","","","","",""
"","Feb","160053","452.23","15101.1741","0.094351084328316",""
"","","","","","",""
"","Mar","158797","437.93","14820.3508","0.093328909236321",""
"","","","","","",""
"","Apr","131413","366.48","9783.3949","0.074447694672521",""
"","","","","","",""
"","May","120477","436.57","10632.7343","0.088255304331947",""
"","","","","","",""
"","Jun","114590","407.41","9119.987","0.079587983244611",""
"","","","","","",""
"","","1699554","","135940.0217","0.079985703131527",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","1362","","777.74","0.57102790014684","13-14: very cold winter."
"","","","","","",""
"","Aug","1208","","663.01","0.54884933774834",""
"","","","","","",""
"","Sep","3471","","1837.94","0.52951310861423",""
"","","","","","",""
"","Oct","5030","","2610.25","0.51893638170974",""
"","","","","","",""
"","Nov","8649","","4287.42","0.49571279916753",""
"","","","","","",""
"","Dec","12520","","6661.13","0.53203913738019",""
"","","","","","",""
"","Jan","13522","","7638.15","0.56486836266824",""
"","","","","","",""
"","Feb","14429","","8835.65","0.61235359345762",""
"","","","","","",""
"","Mar","13248","","7717.29","0.58252490942029",""
"","","","","","",""
"","Apr","8007","","4970.86","0.62081428749844",""
"","","","","","",""
"","May","4490","","2798.73","0.62332516703786",""
"","","","","","",""
"","Jun","1348","","864.68","0.64145400593472",""
"","","","","","",""
"","","87284","","49662.85","0.56897999633381",""
"Buidling Total Cost","Buidling Total Cost","","","185602.8717","",""
"","","","","","",""
"03-SPINECOMPLEX-A230-A300-A320","Spine Complex - Capen, Norton,& Talbert","","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","783931","0","57955.9509","0.073929913346965",""
"","","","","","",""
"","Aug","838483.18","0","50488.2945","0.060213842930039",""
"","","","","","",""
"","Sep","796987.6","0","51300.9919","0.064368619913283",""
"","","","","","",""
"","Oct","846848.22","0","50622.976","0.05977809813428",""
"","","","","","",""
"","Nov","899436.23","0","63943.734","0.071093126857921",""
"","","","","","",""
"","Dec","1048915.97","0","71118.7234","0.067802117075212",""
"","","","","","",""
"","Jan","1255879.89","0","155075.4171","0.12347949699234",""
"","","","","","",""
"","Feb","1112577.91","0","104793.4843","0.094189794133159",""
"","","","","","",""
"","Mar","894521.13","0","83083.1689","0.092880051810515",""
"","","","","","",""
"","Apr","1020736.49","0","75437.1051","0.07390458344445",""
"","","","","","",""
"","May","995381.79","0","86992.0197","0.087395631077398",""
"","","","","","",""
"","Jun","588885.19","0","46166.8407","0.078397014365398",""
"","","","","","",""
"","","11082584.6","","896978.7065","0.08093587722308",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","290","","165.5987","0.57103","11-12: Began using 2 lrg gas boiler / Heating Fans, increased ngas usage."
"","","","","","",""
"","Aug","440","","241.492","0.54884545454545",""
"","","","","","",""
"","Sep","640","","338.8892","0.529514375",""
"","","","","","",""
"","Oct","1480","","768.0249","0.51893574324324",""
"","","","","","",""
"","Nov","4960","","2458.7332","0.49571233870968",""
"","","","","","",""
"","Dec","4790","","2548.4661","0.53203885177453",""
"","","","","","",""
"","Jan","5110","","2886.4789","0.56486866927593",""
"","","","","","",""
"","Feb","4980","","3049.5197","0.61235335341365",""
"","","","","","",""
"","Mar","6250","","3640.781","0.58252496",""
"","","","","","",""
"","Apr","5070","","3147.5266","0.62081392504931",""
"","","","","","",""
"","May","3370","","2100.6087","0.62332602373887",""
"","","","","","",""
"","Jun","610","","391.2847","0.64145032786885",""
"","","","","","",""
"","","37990","","21737.4037","0.57218751513556",""
"Buidling Total Cost","Buidling Total Cost","","","918716.1102","",""
"","","","","","",""
"03-SPLDNG-A146","SPAULDING","145,329 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","127856","284.8","9563.5076","0.074799052058566",""
"","","","","","",""
"","Aug","124748","319.51","7582.903","0.060785768108507",""
"","","","","","",""
"","Sep","148000","339.87","9610.0159","0.064932539864865",""
"","","","","","",""
"","Oct","199521","602.72","11988.4568","0.06008619042607",""
"","","","","","",""
"","Nov","358633","827.16","25542.8081","0.071222693115246",""
"","","","","","",""
"","Dec","441487","959.18","29948.171","0.067834774296865",""
"","","","","","",""
"","Jan","541909","1107.92","66971.9177","0.12358517334091",""
"","","","","","",""
"","Feb","513104","1053.22","48411.9185","0.094351083795878",""
"","","","","","",""
"","Mar","457132","1011.38","42663.6313","0.093328910030363",""
"","","","","","",""
"","Apr","257135","673.8","19143.1081","0.074447695179575",""
"","","","","","",""
"","May","139085","502.55","12274.9893","0.088255306467268",""
"","","","","","",""
"","Jun","66462","175.87","5289.5766","0.079587984111221",""
"","","","","","",""
"","","3375072","","288991.0039","0.08562513744892",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","0","","0","0","13-14: very cold winter."
"","","","","","",""
"","Aug","7","","3.8419","0.54884285714286",""
"","","","","","",""
"","Sep","59","","31.2414","0.52951525423729",""
"","","","","","",""
"","Oct","149","","77.3214","0.5189355704698",""
"","","","","","",""
"","Nov","184","","91.2111","0.4957125",""
"","","","","","",""
"","Dec","118","","62.7806","0.53203898305085",""
"","","","","","",""
"","Jan","164","","92.6385","0.56486890243902",""
"","","","","","",""
"","Feb","25","","15.3088","0.612352",""
"","","","","","",""
"","Mar","21","","12.233","0.58252380952381",""
"","","","","","",""
"","Apr","18","","11.1747","0.62081666666667",""
"","","","","","",""
"","May","5","","3.1166","0.62332",""
"","","","","","",""
"","Jun","0","","0","0",""
"","","","","","",""
"","","750","","400.868","0.53449066666667",""
"Buidling Total Cost","Buidling Total Cost","","","289391.8719","",""
"","","","","","",""
"03-STADIM-A600","UB STADIUM","147,939 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","83103","308.01","6216.0256","0.074799051779117",""
"","","","","","",""
"","Aug","100098","616.8","6084.5338","0.060785767947412",""
"","","","","","",""
"","Sep","128543","744.4","8346.6234","0.064932539305913",""
"","","","","","",""
"","Oct","142535","829.71","8564.3852","0.060086190760164",""
"","","","","","",""
"","Nov","140999","855.54","10042.3285","0.071222693068745",""
"","","","","","",""
"","Dec","113303","371.39","7685.8834","0.067834774013045",""
"","","","","","",""
"","Jan","128926","318.97","15933.3421","0.12358517366551",""
"","","","","","",""
"","Feb","120439","275.03","11363.5502","0.094351083951212",""
"","","","","","",""
"","Mar","126534","380.79","11809.2803","0.09332891001628",""
"","","","","","",""
"","Apr","108032","394.07","8042.7335","0.074447696053021",""
"","","","","","",""
"","May","76986","298.15","6794.423","0.088255306159561",""
"","","","","","",""
"","Jun","82528","485.54","6568.2371","0.079587983472276",""
"","","","","","",""
"","","1352026","","107451.3461","0.079474319354805",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","321","","183.3007","0.57103021806854","13-14: very cold winter"
"","","","","","",""
"","Aug","470","","257.9574","0.54884553191489",""
"","","","","","",""
"","Sep","1091","","577.7003","0.52951448212649",""
"","","","","","",""
"","Oct","2401","","1245.9647","0.51893573511037",""
"","","","","","",""
"","Nov","5938","","2943.5399","0.49571234422364",""
"","","","","","",""
"","Dec","9501","","5054.9012","0.53203885906747",""
"","","","","","",""
"","Jan","11455","","6470.5707","0.56486867743344",""
"","","","","","",""
"","Feb","9452","","5787.964","0.61235336436733",""
"","","","","","",""
"","Mar","8305","","4837.8699","0.58252497290789",""
"","","","","","",""
"","Apr","3488","","2165.399","0.62081393348624",""
"","","","","","",""
"","May","1073","","668.8288","0.62332600186393",""
"","","","","","",""
"","Jun","298","","191.1522","0.64145033557047",""
"","","","","","",""
"","","53793","","30385.1488","0.56485321138438",""
"Buidling Total Cost","Buidling Total Cost","","","137836.4949","",""
"","","","","","",""
"03-STATLR-A310","STATLER","56,940 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","133897","64.96","10015.3686","0.074799051509743",""
"","","","","","",""
"","Aug","160987","56.51","9785.7185","0.060785768416083",""
"","","","","","",""
"","Sep","210231","646.38","13650.835","0.064932550385053",""
"","","","","","",""
"","Oct","227766","942.15","13685.5913","0.060086190651809",""
"","","","","","",""
"","Nov","250641","762.78","17851.327","0.071222693015109",""
"","","","","","",""
"","Dec","287306","781.84","19489.3377","0.067834774421697",""
"","","","","","",""
"","Jan","299298","783.27","36988.7952","0.12358517330553",""
"","","","","","",""
"","Feb","286172","744.46","27000.6383","0.09435108361405",""
"","","","","","",""
"","Mar","268037","723.66","25015.601","0.09332890981469",""
"","","","","","",""
"","Apr","238656","724.73","17767.3891","0.074447695008715",""
"","","","","","",""
"","May","182100","598.53","16071.2912","0.088255305875892",""
"","","","","","",""
"","Jun","150044","425.2","11941.6995","0.079587984191304",""
"","","","","","",""
"","","2695135","","219263.5924","0.081355328174655",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","2372","","1354.4835","0.57103014333895","Sep 09: usage decreased, per KT - FSA decommissioned more equipment "
"","","","","","",""
"","Aug","2772","","1521.3999","0.54884556277056",""
"","","","","","",""
"","Sep","2418","","1280.3659","0.52951443341605",""
"","","","","","",""
"","Oct","2209","","1146.329","0.51893571751924",""
"","","","","","",""
"","Nov","3298","","1634.8593","0.49571234081261",""
"","","","","","",""
"","Dec","2438","","1297.1107","0.53203884331419",""
"","","","","","",""
"","Jan","2411","","1361.8984","0.56486868519287",""
"","","","","","",""
"","Feb","2746","","1681.5223","0.61235335032775",""
"","","","","","",""
"","Mar","2849","","1659.6136","0.58252495612496",""
"","","","","","",""
"","Apr","2924","","1815.2599","0.62081391928865",""
"","","","","","",""
"","May","3457","","2154.8381","0.62332603413364",""
"","","","","","",""
"","Jun","2943","","1887.7884","0.6414503567788",""
"","","","","","",""
"","","32837","","18795.469","0.57238691110637",""
"Buidling Total Cost","Buidling Total Cost","","","238059.0614","",""
"","","","","","",""
"03-STREET_LIGHTS","UB North St lights & Lighting Loop","","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","58511.83","0","4458.47","0.076197753514118","11-12: New DM meters installed for Lts meters and smart meters installed for downstream metering - improved accuracy"
"","","","","","",""
"","Aug","95788.38","0","5912.72","0.061726902574195",""
"","","","","","",""
"","Sep","73688.05","0","4878.66","0.066206935860021",""
"","","","","","",""
"","Oct","208056.52","0","12609.45","0.060605887284859",""
"","","","","","",""
"","Nov","94303.1","0","6816.71","0.072285110457663",""
"","","","","","",""
"","Dec","102486.58","0","7086.07","0.069141442713768",""
"","","","","","",""
"","Jan","87670.85","0","10934.52","0.12472241343616",""
"","","","","","",""
"","Feb","134290.46","0","12841.45","0.095624439740544",""
"","","","","","",""
"","Mar","148817.17","0","14032.32","0.09429234543299",""
"","","","","","",""
"","Apr","91559.4","0","6901.21","0.075374128707702",""
"","","","","","",""
"","May","77381.38","0","6901.02","0.089181919474685",""
"","","","","","",""
"","Jun","91514.54","0","7337.81","0.080181903334705",""
"","","","","","",""
"","","1264068.26","","100710.41","0.079671654756999",""
"Buidling Total Cost","Buidling Total Cost","","","100710.41","",""
"","","","","","",""
"03-STUDEN-A560","STUDENT UNION","157,551 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","152674","355.55","11419.8704","0.074799051573942",""
"","","","","","",""
"","Aug","165510","437.63","10060.6525","0.060785768231527",""
"","","","","","",""
"","Sep","187419","462.87","12169.5917","0.064932539923914",""
"","","","","","",""
"","Oct","213366","469.1","12820.3501","0.060086190395846",""
"","","","","","",""
"","Nov","194985","461.06","13887.3568","0.071222693027669",""
"","","","","","",""
"","Dec","171892","436.5","11660.255","0.067834774160519",""
"","","","","","",""
"","Jan","181066","448.07","22377.073","0.1235851733622",""
"","","","","","",""
"","Feb","200041","448.72","18874.0852","0.094351084027774",""
"","","","","","",""
"","Mar","196245","443.3","18315.3319","0.093328909781141",""
"","","","","","",""
"","Apr","195736","457.77","14572.0941","0.074447695365186",""
"","","","","","",""
"","May","158920","437.73","14025.5333","0.088255306443494",""
"","","","","","",""
"","Jun","128143","297.49","10198.643","0.079587983736919",""
"","","","","","",""
"","","2145997","","170380.837","0.079394722825801",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","597","","340.905","0.57103015075377","13-14: very cold winter."
"","","","","","",""
"","Aug","940","","515.9148","0.54884553191489",""
"","","","","","",""
"","Sep","2068","","1095.0359","0.52951445841393",""
"","","","","","",""
"","Oct","5587","","2899.2939","0.51893572579202",""
"","","","","","",""
"","Nov","9349","","4634.4147","0.49571234356616",""
"","","","","","",""
"","Dec","11440","","6086.5245","0.5320388548951",""
"","","","","","",""
"","Jan","13895","","7848.8503","0.56486867938107",""
"","","","","","",""
"","Feb","13220","","8095.3114","0.61235335854766",""
"","","","","","",""
"","Mar","12023","","7003.6977","0.58252496880978",""
"","","","","","",""
"","Apr","7485","","4646.7923","0.62081393453574",""
"","","","","","",""
"","May","2725","","1698.5634","0.62332601834862",""
"","","","","","",""
"","Jun","1419","","910.218","0.64145031712474",""
"","","","","","",""
"","","80748","","45775.5219","0.56689356888096",""
"Buidling Total Cost","Buidling Total Cost","","","216156.3589","",""
"","","","","","",""
"03-WILKSN-A147","WILKESON","151,162 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","101768","232.6","7612.1499","0.074799051764798",""
"","","","","","",""
"","Aug","111479","285.27","6776.3367","0.060785768620099",""
"","","","","","",""
"","Sep","128082","313.51","8316.6895","0.064932539310754",""
"","","","","","",""
"","Oct","167732","708.51","10078.3769","0.060086190470512",""
"","","","","","",""
"","Nov","288491","881.29","20547.106","0.071222693255595",""
"","","","","","",""
"","Dec","368524","855.68","24998.7423","0.067834774125973",""
"","","","","","",""
"","Jan","469301","983.01","57998.6454","0.12358517326833",""
"","","","","","",""
"","Feb","419498","899.76","39580.091","0.094351083914584",""
"","","","","","",""
"","Mar","388065","847.3","36217.6835","0.093328910105266",""
"","","","","","",""
"","Apr","219460","535.37","16338.2912","0.074447695251982",""
"","","","","","",""
"","May","112398","358.78","9919.7199","0.088255306144237",""
"","","","","","",""
"","Jun","56307","117.62","4481.3606","0.07958798373204",""
"","","","","","",""
"","","2831105","","242865.1929","0.08578459396596",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","480","","274.0945","0.57103020833333","13-14: very cold winter."
"","","","","","",""
"","Aug","510","","279.9112","0.54884549019608",""
"","","","","","",""
"","Sep","1935","","1024.6105","0.52951447028424",""
"","","","","","",""
"","Oct","2762","","1433.3004","0.51893569876901",""
"","","","","","",""
"","Nov","2736","","1356.269","0.49571235380117",""
"","","","","","",""
"","Dec","2644","","1406.7108","0.53203888048411",""
"","","","","","",""
"","Jan","3159","","1784.4202","0.56486869262425",""
"","","","","","",""
"","Feb","4793","","2935.0096","0.61235334863342",""
"","","","","","",""
"","Mar","3789","","2207.1871","0.58252496700977",""
"","","","","","",""
"","Apr","3161","","1962.3928","0.62081391964568",""
"","","","","","",""
"","May","1744","","1087.0806","0.62332603211009",""
"","","","","","",""
"","Jun","491","","314.9522","0.64145050916497",""
"","","","","","",""
"","","28204","","16065.9389","0.56963334633385",""
"Buidling Total Cost","Buidling Total Cost","","","258931.1318","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"Requested by: Avis Sinclair ","","","","","",""
"Client version: 6.3.69.104 ","","","","","",""
"Report version: 1 ","","","","","",""
"Filters: Topmost Place Code One of 03-BUFFALO-SUBMETERS-NORTH; ; Commodity Code One of ELECTRIC¦NATURALGAS; First Month (01 -12) Equals 07; Num of Months (1-12) Equals 12; Base Year Equals 2013; ; ; ; ; ; ; ; ; ;  ","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"09/04/2014  4:23:25PM","","","","","",""
